Object ID,Is Public Domain,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Metadata Date,Department,Title,Culture,Artist Role,Artist Display Name,Artist Nationality,Medium,Dimensions,Classification,Tags
76556,True,1808,1832,1822,1822,2020-02-05,Asian Art,"春好斎北洲画   初代浅尾勇次郎・初代市川鰕十郎　 『傾城佐野の船橋』|Kabuki Actors Asao Yūjirō as Sano Genzaemon and Ichikawa Ebijūrō I as Miura Arajirō, in the play Keisei Sano no Funabashi",Japan,Artist,Shunkōsai Hokushū,Japanese,Diptych of polychrome woodblock prints; ink and color on paper,Each sheet (ôban tate-e diptych): 15 x 10 in. (38.1 x 25.4 cm),Prints,Theatre|Knives|Anger|Men|Actors
76557,True,1808,1832,1822,1822,2020-02-05,Asian Art,"春好斎北洲画    初代市川鰕十郎   「紅紫大坂潤」|Kabuki Actor Ichikawa Ebijūrō I as Tōken (China Dog) Jūbei, in the play Benimurasaki ai de someage (Red and Purple, Rich Dyes of Osaka)",Japan,Artist,Shunkōsai Hokushū,Japanese,Polychrome woodblock print; ink and color on paper,Image (ôban tate-e): 14 3/4 x 10 1/8 in. (37.5 x 25.7 cm),Prints,Men|Actors
76560,True,1808,1832,1825,1825,2020-02-05,Asian Art,"春好斎北洲画     三代目中村歌右衛門    『一世一代当狂言』|Kabuki Actor Nakamura Utaemon III as the Sword Master Kyōgoku Takumi, from the series Issei ichidai atari Kyōgen (Hits of a Lifetime of Kyōgen)",Japan,Artist,Shunkōsai Hokushū,Japanese,"Polychrome woodblock print; ink, metallic pigment, and color on paper",Image (ôban tate-e): 15 x 10 1/8 in. (38.1 x 25.7 cm),Prints,Men|Portraits|Actors
76561,True,1814,1833,1827,1827,2020-02-05,Asian Art,"戯画堂芦幸画      二代目嵐橘三郎  「ひらかな盛衰記」|Kabuki Actor Arashi Kitsusaburō II as Kajiwara Heiji, in the play Hiragana seisuiki (Records of the Battles between the Minamoto and Taira Clans in the Japanese Syllabary)",Japan,Artist,Gigadō Ashiyuki,Japanese,Polychrome woodblock print; ink and color on paper,Image (ôban tate-e): 14 5/8 x 10 1/4 in. (37.1 x 26 cm),Prints,Men|Flowers|Actors
76562,True,1820,1829,1826,1826,2020-02-05,Asian Art,壽陽堂歳国画   『中村芝翫 楽屋之図』|Kabuki Actor Nakamura Shikan Backstage (Nakamura Shikan rakuya no zu),Japan,Artist,Juyōdō Toshikuni,Japanese,Polychrome woodblock print; ink and color on paper,Image (ôban tate-e): 14 5/8 x 10 1/8 in. (37.1 x 25.7 cm),Prints,Men|Portraits|Actors
76563,True,1803,1853,1830,1830,2020-02-05,Asian Art,"玉柳亭重春画      三代目尾上菊五郎・三代目中村歌右衛門   『義経千本桜』|Kabuki Actors Onoe Kikugorō III as Shizuka Gozen and Nakamura Utaemon III as Kitsune Tadanobu, in the play Yoshitsune senbon zakura (The Thousand Cherry Trees of Yoshitsune)",Japan,Artist,Gyokuryūtei (Ryūsai) Shigeharu,Japanese,Diptych of polychrome woodblock prints; ink and color on paper,Each sheet ( ôban tate-e diptych): 14 1/2 x 9 3/4 in. (36.8 x 24.8 cm),Prints,Men|Actors
76571,True,1809,1879,1841,1841,2020-02-05,Asian Art,長谷川貞信画     三代目尾上菊五郎|Kabuki Actor Onoe Kikugorō III as the Spirit of the Courtesan Yonakishii,Japan,Artist,Hasegawa Sadanobu,Japanese,Polychrome woodblock print; ink and color on paper,Image (ôban tate-e): 14 7/8 x 10 1/4 in. (37.8 x 26 cm),Prints,Men|Actors
76574,True,1830,1852,1839,1859,2020-02-05,Asian Art,歌川国升画     五代目市川海老蔵  「熊谷次郎直実」|Kabuki Actor Ichikawa Ebizō V as Kumagai Jirō Naozane,Japan,Artist,Utagawa Kunimasu,Japanese,Polychrome woodblock print; ink and color on paper,Image (ôban tate-e): 15 1/4 x 10 in. (38.7 x 25.4 cm),Prints,Theatre|Men|Actors
76806,False,1866,1942,1920,1939,2020-02-05,Asian Art,神坂雪佳筆 竹波図襖|Bamboo Grass and Waves,Japan,Artist,Kamisaka Sekka,Japanese,"Set of four sliding-door panels (fusuma); ink and gold on paper
",Overall (for four panels): 68 1/2 x 190 3/8 in. (174 x 483.6 cm),Paintings,Waves
76924,False,1866,1942,1866,1912,2020-02-05,Asian Art,神坂雪佳筆　寿老人図|Jurōjin,Japan,Artist,Kamisaka Sekka,Japanese,Hanging scroll; ink and color on silk,"Image: 48 1/2 x 16 7/16 in. (123.2 x 41.8 cm)
Overall with mounting: 84 x 22 in. (213.4 x 55.9 cm)
Overall with knobs: 85 1/4 x 24 1/8 in. (216.5 x 61.3 cm)",Paintings,Men
77168,True,1754,1799,1780,1789,2020-02-10,Asian Art,長沢芦雪筆　鶴図|Cranes,Japan,Artist,Nagasawa Rosetsu,Japanese,Pair of hanging scrolls; ink and color on paper,"Image (each scroll): 61 7/16 x 35 7/8 in. (156 x 91.2 cm)
Overall with mounting (each scroll): 84 x 36 3/4 in. (213.4 x 93.3 cm)
Overall with knobs (each scroll): 84 x 39 1/4 in. (213.4 x 99.7 cm)",Paintings,Cranes
77169,True,1807,1891,1867,1899,2020-02-05,Asian Art,柴田是真筆　烏鷺図屏風|Egrets and Crows,Japan,Artist,Shibata Zeshin,Japanese,"Individual panels remounted as a two-panel folding screen; colored lacquer, white pigment, and gold leaf on paper","Image (each panel): 53 1/2 x 36 in. (135.9 x 91.4 cm)
Overall (each panel): 60 7/8 x 39 1/4 in. (154.6 x 99.7 cm)",Screens,Birds
77179,True,1568,1654,1650,1650,2020-02-05,Asian Art,風外慧薫筆　指月布袋図|Hotei Pointing at the Moon,Japan,Artist,Fūgai Ekun,Japanese,Hanging scroll; ink on paper,"Image: 12 15/16 × 17 3/16 in. (32.9 × 43.7 cm)
Overall with knobs: 45 9/16 × 20 1/16 in. (115.8 × 50.9 cm)
Overall with mounting: 45 9/16 × 18 1/16 in. (115.8 × 45.9 cm)",Paintings,Monks
77184,True,1617,1691,1634,1699,2020-02-05,Asian Art,土佐光起筆　芙蓉白鷺図|Egrets and Cotton Roses,Japan,Artist,Tosa Mitsuoki,Japanese,Hanging scroll; ink and color on silk,"Image: 46 5/8 × 22 3/16 in. (118.5 × 56.3 cm)
Overall with knobs: 69 × 28 1/16 in. (175.2 × 71.2 cm)
Overall with mounting: 69 × 26 in. (175.2 × 66.1 cm)",Paintings,Birds|Roses
77188,True,1519,1592,1525,1575,2020-02-05,Asian Art,狩野松栄筆　 梅にヒヨドリ図|Brown-Eared Bulbul (Hiyodori) on a Branch of Plum,Japan,Artist,Kano Shōei,Japanese,Hanging scroll; ink and color on paper,"Image: 25 1/2 × 12 15/16 in. (64.7 × 32.9 cm)
Overall with knobs: 59 1/8 × 19 3/4 in. (150.1 × 50.1 cm)
Overall with mounting: 59 1/8 × 17 13/16 in. (150.1 × 45.3 cm)",Paintings,Birds|Flowers|Trees
77197,True,1685,1768,1734,1766,2020-02-05,Asian Art,白隠慧鶴筆　大字「悳」|Virtue,Japan,Artist,Hakuin Ekaku,Japanese,Hanging scroll; ink on paper,"Image: 41 3/4 × 20 1/2 in. (106 × 52 cm)
Overall with mounting: 73 1/8 × 25 3/16 in. (185.8 × 64 cm)
Overall with knobs: 73 1/8 × 27 3/8 in. (185.8 × 69.5 cm)",Calligraphy,Calligraphy
77202,True,1796,1858,1834,1866,2020-02-05,Asian Art,鈴木其一筆　芥子図|Poppies,Japan,Artist,Suzuki Kiitsu,Japanese,Hanging scroll; ink and color on silk,"Image: 38 9/16 x 13 1/8 in. (98 x 33.3 cm)
Overall with knobs: 40 13/16 x 21 in. (103.7 x 53.3 cm)
Overall with mounting: 40 13/16 x 18 11/16 in. (103.7 x 47.5 cm)",Paintings,Poppies
77204,True,1643,1682,1667,1682,2020-02-05,Asian Art,"清原雪信筆　緋連雀桜竹図|Waxwings, Cherry Blossoms, and Bamboo",Japan,Artist,Kiyohara Yukinobu,Japanese,Hanging scroll; ink and color on silk,"Image: 39 1/8 x 16 3/8 in. (99.4 x 41.6 cm)
Overall with knobs: 23 1/2 in. (59.7 cm)
Overall with mounting: 71 7/8 x 21 9/16 in. (182.5 x 54.7 cm)",Paintings,Birds|Flowers|Trees
77870,True,1633,1683,1681,1681,2020-02-05,Asian Art,鄭旼  黃山八景  水墨紙本  九開冊|Eight views of the Yellow Mountains,China,Artist,Zheng Min,Chinese,Album of nine leaves of painting and calligraphy; ink on paper,"Image (leaf a): 9 1/2 × 5 1/2 in. (24.1 × 14 cm)
Overall with mounting (a): 12 1/4 × 14 5/8 in. (31.1 × 37.1 cm)
Overall with mounting (leaves b–h): 12 1/8 × 14 3/8 in. (30.8 × 36.5 cm)
Image (i frontispiece): 10 1/8 × 12 1/4 in. (25.7 × 31.1 cm)
Image (j  inscription by the artist): 10 3/8 × 12 1/2 in. (26.4 × 31.8 cm)
Overall with mounting (i and j): 14 5/8 × 12 1/4 in. (37.1 × 31.1 cm)",Paintings,Mountains
77874,True,1757,1820,1793,1793,2020-02-05,Asian Art,書初め図|Young Woman Writing Calligraphy,Japan,Artist,Kubo Shunman,Japanese,Polychrome woodblock print (surimono); ink and color on paper,Image: 4 1/4 x 6 5/8 in. (10.8 x 16.8 cm),Prints,Women|Writing|Calligraphy
77877,True,1757,1820,1795,1795,2020-02-05,Asian Art,女官図|Court Woman at her Desk with Poem Cards,Japan,Artist,Kubo Shunman,Japanese,Polychrome woodblock print (surimono); ink and color on paper,Image: 5 3/8 x 7 1/4 in. (13.7 x 18.4 cm),Prints,Women|Desks
77903,True,1757,1820,1798,1798,2020-02-05,Asian Art,遊女と詩人|Courtesan with Client before a Tokonoma Alcove,Japan,Artist,Kubo Shunman,Japanese,Polychrome woodblock print (surimono); ink and color on paper,Image: 5 1/2 x 11 in. (14 x 27.9 cm),Prints,Men|Women
77914,True,1498,1573,1498,1573,2020-02-05,Asian Art,文彭  行草七律  水墨絹本  鏡框|Poem on Promulgating the Almanac at New Year’s,China,Artist,Wen Peng,Chinese,Hanging scroll remounted as a panel; ink on paper,"Image: 63 1/4 x 30 1/2 in. (160.7 x 77.5 cm)
Overall with mounting: 77 3/4 x 40 1/4 in. (197.5 x 102.2 cm)",Calligraphy,Poetry|Calligraphy
77916,False,1850,1941,1924,1924,2020-02-05,Asian Art,石芝 蔡龍臣 學者肖像|Portrait of a scholar,Korea,Artist,Chae Yongsin (artist name: Seokji),Korean,Hanging scroll; ink and color on silk,"Image: 38 1/8 × 21 1/8 in. (96.8 × 53.7 cm)
Overall with mounting: 48 × 24 7/16 in. (121.9 × 62.1 cm)
Overall with knobs: 48 × 24 3/4 in. (121.9 × 62.9 cm)",Paintings,Men|Portraits
78454,False,1926,2001,1964,1984,2020-02-05,Asian Art,鈴木冶作 「鳥」|Bird,Japan,Artist,Suzuki Osamu,Japanese,Porcelain with pale blue glaze (seihakuji),H. 4 5/8 In. (11.7 cm); W. 6 1/4 in. (15.9 cm); D. 4 3/8 in. (11.1 cm),Ceramics,Abstraction
78473,False,1932,1983,1979,1979,2020-02-05,Asian Art,近藤豊作「仏足石」|Footprint of the Buddha (Bussokuseki),Japan,Artist,Kondō Yutaka,Japanese,"Stoneware with gray-black slip and impressed patterning with white slip inlay
",Overall (each): 7 11/16 × 7 3/4 × 15 11/16 in. (19.5 × 19.7 × 39.8 cm),Ceramics,Feet|Buddha
78571,True,1793,1861,1827,1827,2020-02-05,Asian Art,持子鼠花山姥|Stories of a  Fortunate Rat,Japan,Artist,Akatsuki no Kanenari,Japanese,Set of two woodblock printed books; ink and color on paper,each: 8 3/4 × 6 in. (22.2 × 15.2 cm),Illustrated Books,Books|Mice|Human Figures
78572,True,1792,1851,1800,1825,2020-02-05,Asian Art,新玉帖|Album of the New Year,Japan,Artist|Artist,Onishi Chinnen|Tani Bunchō,Japanese|Japanese,"Woodblock printed book (orihon, accordion-style; bound); ink, color, and metallic pigments on paper",9 15/16 × 7 5/16 in. (25.3 × 18.5 cm),Illustrated Books,Books
78573,True,1844,1895,1881,1884,2020-02-05,Asian Art,楳嶺百鳥畫譜|Bairei Picture Album of One Hundred Birds,Japan,Artist,Kōno Bairei,Japanese,Set of three woodblock printed books; ink and color on paper,each: 9 1/2 × 6 13/16 in. (24.2 × 17.3 cm),Illustrated Books,Birds|Books|Plants
78574,True,1800,1833,1826,1826,2020-02-05,Asian Art,"勝景眺望山水画譜|Prospects and Views, Picture Album of Landscapes",Japan,Artist,Kōkunsai Bairin,Japanese,Woodblock printed book; ink and color on paper,7 3/16 × 4 13/16 in. (18.3 × 12.2 cm),Illustrated Books,Books|Men|Mountains|Landscapes
78575,True,1734,1810,1797,1797,2020-02-05,Asian Art,九老画譜|Kyūrō (Baitei) Picture Album,Japan,Artist,Ki Baitei,Japanese,Woodblock printed book; ink on paper,10 3/16 × 7 1/16 in. (25.8 × 18 cm),Illustrated Books,Books|Trees|Human Figures
78577,True,1752,1826,1816,1816,2020-02-05,Asian Art,胸中山|Mountains of the Heart,Japan,Artist,Kameda Bōsai,Japanese,Woodblock printed book; ink and color on paper,10 15/16 × 7 3/8 in. (27.8 × 18.7 cm),Illustrated Books,Houses|Mountains
78578,True,1752,1826,1816,1816,2020-02-05,Asian Art,胸中山|Mountains of the Heart,Japan,Artist,Kameda Bōsai,Japanese,Woodblock printed book; ink and color on paper,10 1/4 × 6 13/16 in. (26 × 17.3 cm),Illustrated Books,Books|Mountains|Trees
78579,True,1779,1821,1807,1807,2020-02-05,Asian Art,"文鳳画譜|Bunpō Picture Album, First Series",Japan,Artist,Kawamura Bunpō,Japanese,Set of three woodblock printed books; ink and color on paper,each: 10 5/16 × 7 1/16 in. (26.2 × 18 cm),Illustrated Books,Books|Trees|Human Figures
78580,True,1779,1821,1806,1816,2020-02-05,Asian Art,南岳文鳳街道雙畫|Nangaku- Bunpō Highway Pictures,Japan,Artist|Artist,Kawamura Bunpō|Watanabe Nangaku,Japanese|Japanese,Woodblock printed book; ink and color on paper,10 1/4 × 6 7/8 in. (26 × 17.5 cm),Illustrated Books,Books|Men|Horses
78581,True,1779,1821,1820,1820,2020-02-05,Asian Art,金波園画譜|Kinpaen (Bunpō) Picture Album,Japan,Artist,Kawamura Bunpō,Japanese,Woodblock printed book; ink and color on paper,10 7/16 × 4 1/2 in. (26.5 × 11.5 cm),Illustrated Books,Books|Crabs
78582,True,1779,1821,1820,1820,2020-02-05,Asian Art,河村文鳳画  『金波園画譜』|Kinpaen (Bunpō) Picture Album,Japan,Artist,Kawamura Bunpō,Japanese,Woodblock printed book; ink and color on paper,10 7/16 × 6 11/16 in. (26.5 × 17 cm),Illustrated Books,Birds|Books|Bamboo
78583,True,1779,1821,1824,1824,2020-02-05,Asian Art,文鳳山水画譜|Bunpō Landscape Picture Album,Japan,Artist,Kawamura Bunpō,Japanese,Woodblock printed book; ink and color on paper,10 3/16 × 6 13/16 in. (25.8 × 17.3 cm),Illustrated Books,Men|Horses|Trees
78584,True,1779,1821,1811,1811,2020-02-05,Asian Art,"漢画指南二編|Guide to Chinese Painting, Second Series",Japan,Artist,Kawamura Bunpō,Japanese,Set of three woodblock printed books; ink and color on paper,each: 10 7/16 × 7 in. (26.5 × 17.8 cm),Illustrated Books,Trees
78585,True,1763,1840,1817,1817,2020-02-05,Asian Art,谷文晁画  『写山楼画本』|Shazanrō (Bunchō) Picture Book,Japan,Artist,Tani Bunchō,Japanese,Woodblock-printed book; ink and color on paper,10 13/16 × 7 3/8 in. (27.5 × 18.8 cm),Illustrated Books,Books|Bamboo|Leaves
78586,True,1716,1783,1799,1799,2020-02-05,Asian Art,与謝蕪村画　『俳諧三十六歌仙』|The Thirty-six Immortals of Haikai Verse,Japan,Artist,Yosa Buson,Japanese,Woodblock printed book; ink with hand-coloring on paper,10 5/8 × 7 1/2 in. (27 × 19 cm),Illustrated Books,Men
78587,True,1716,1783,1799,1799,2020-02-05,Asian Art,与謝蕪村画　『俳諧三十六歌仙』|The Thirty-six Immortals of Haikai Verse Poetry ,Japan,Artist,Yosa Buson,Japanese,Woodblock printed book; ink on paper,10 15/16 × 7 1/2 in. (27.8 × 19 cm),Illustrated Books,Men
78589,True,1776,1853,1853,1853,2020-02-05,Asian Art,"中林竹洞画　『四君子（蘭・竹・菊・梅）』|The Four Worthies (Plum, Bamboo, Orchid, Chrysanthemum)",Japan,Artist,Nakabayashi Chikutō,Japanese,Set of two woodblock printed books bound as one; ink on paper,10 9/16 × 6 7/8 in. (26.8 × 17.5 cm),Illustrated Books,Books|Trees
78590,True,1792,1851,1834,1834,2020-02-05,Asian Art,楚南画譜|Sōnan (Chinnen) Picture Album,Japan,Artist,Onishi Chinnen,Japanese,Woodblock printed book; ink and color on paper,10 13/16 × 7 5/16 in. (27.5 × 18.5 cm),Illustrated Books,Bow and Arrow|Birds|Men|Women|Turtles|Flowers
78591,True,1792,1851,1829,1829,2020-02-05,Asian Art,あづまの手ぶり|Customs of the Eastern Capital (Edo),Japan,Artist,Onishi Chinnen,Japanese,Woodblock printed book; ink and color with hand-coloring  on paper,10 15/16 × 7 3/8 in. (27.8 × 18.8 cm),Illustrated Books,Men|Fishing|Boats
78592,True,1801,1854,1851,1851,2020-02-05,Asian Art,椿椿山画  『椿山翁画譜』|Chinzan Picture Album,Japan,Artist,Tsubaki Chinzan,Japanese,Accordion album; ink and color on paper,11 1/4 × 7 1/16 in. (28.5 × 18 cm),Illustrated Books,Books|Leaves
78594,True,1814,1907,1800,1868,2020-02-05,Asian Art,田能村直入画　『奇観幀』|Album of Twelve Nanga-style Landscapes,Japan,Artist,Tanomura Chokunyū,Japanese,Accordion album; ink and color on paper,8 7/16 × 5 13/16 in. (21.5 × 14.8 cm),Illustrated Books,Books|Houses|Landscapes|Trees
78595,True,1757,1857,1832,1842,2020-02-05,Asian Art,艶本 婦慈のゆき|Early to Dawn,Japan,Artist|Artist,Ohara Donshū|Tanaka Nikka,Japanese|Japanese,Woodblock printed book; ink and color on paper,9 3/4 × 7 5/16 in. (24.7 × 18.5 cm),Illustrated Books,Men|Women|Crowd
78596,True,1790,1848,1820,1829,2020-02-05,Asian Art,浮世画譜|Picture Album of the Floating World,Japan,Artist,Keisai Eisen,Japanese,Set of three woodblock printed books; ink and color on paper,each: 9 1/16 × 6 1/4 in. (23 × 15.9 cm),Illustrated Books,Birds|Books|Men|Women|Trees
78597,True,1790,1848,1824,1824,2020-02-05,Asian Art,艶本 婦慈のゆき|An Erotic Picture Book of Snow on Fuji,Japan,Artist,Keisai Eisen,Japanese,Woodblock printed book; ink and color on paper,8 3/4 × 6 1/4 in. (22.2 × 15.9 cm),Illustrated Books,Books|Faces|Women|Volcanoes|Snow
78601,True,1786,1868,1823,1823,2020-02-05,Asian Art,一老画譜|Ichirō Picture Album,Japan,Artist,Yashima Gakutei,Japanese,Woodblock printed book; ink and color on paper,9 × 6 5/16 in. (22.8 × 16 cm),Illustrated Books,Books|Waterfalls|Hills|Trees
78602,True,1786,1868,1825,1835,2020-02-05,Asian Art,八島岳亭画　『狂歌名数画像集』|Collection of Kyōka (Witty Verse) with Portraits of Poets in Famous Numerical Groupings,Japan,Artist,Yashima Gakutei,Japanese,Set of three woodblock printed books; ink and color on paper,8 11/16 × 6 3/16 in. (22 × 15.7 cm),Illustrated Books,Poetry|Men
78603,True,1772,1832,1817,1817,2020-02-05,Asian Art,張月樵画 『不形画藪』|A Thicket of Pictures Without Shapes,Japan,Artist,Chō Gesshō,Japanese,Woodblock printed book; ink and color on paper,10 5/16 × 7 5/16 in. (26.2 × 18.5 cm),Illustrated Books,Horse Riding
78625,True,1780,1850,1829,1829,2020-02-05,Asian Art,魚屋北渓画　『狂歌水滸伝画像集』|Album of Suikoden Portraits with Kyōka Poems,Japan,Artist,Totoya Hokkei,Japanese,Woodblock printed book; ink and color on paper,9 1/16 × 6 13/16 in. (23 × 17.3 cm),Illustrated Books,Poetry|Men|Snakes|Tigers
78633,True,1760,1849,1800,1800,2020-02-05,Asian Art,葛飾北斎画　『東都名所一覧』|Fine Views of the Eastern Capital at a Glance ,Japan,Artist,Katsushika Hokusai,Japanese,Set of two woodblock printed books; ink and color on paper,each: 10 3/16 × 6 7/8 in. (25.8 × 17.5 cm),Illustrated Books,Men|Women|Landscapes|Boats|Tea Houses
78635,True,1760,1849,1804,1804,2020-02-05,Asian Art,葛飾北斎画　『画本狂歌山満多山』|Picture Book of Kyōka Poems: Mountains upon Mountains,Japan,Artist,Katsushika Hokusai,Japanese,Woodblock printed book; ink and color on paper,10 7/16 × 6 7/8 in. (26.5 × 17.5 cm),Illustrated Books,Poetry|Books|Men|Women
78645,True,1775,1841,1836,1836,2020-02-05,Asian Art,河村琦鳳・森徹山・円山応震画　『花月帖』|Album of Flowers and the Moon,Japan,Artist|Artist|Artist,Mori Tetsuzan|Maruyama Ōshin|Kawamura Kihō,Japanese|Japanese|Japanese,"Woodblock-printed book (orihon, accordion-style); ink and color on paper",9 1/16 × 6 5/16 in. (23 × 16 cm),Illustrated Books,Books|Men|Women|Trees
78650,True,1833,1897,1886,1886,2020-02-05,Asian Art,西山完瑛画『完瑛画譜』|Kan'ei Picture Album,Japan,Artist,Nishiyama Kan'ei,Japanese,"Woodblock printed book (orihon, accordion-style); ink and color on paper",10 5/8 × 5 1/2 in. (27 × 14 cm),Illustrated Books,Birds|Books|Plants
78659,True,1761,1828,1815,1815,2020-02-10,Asian Art,酒井抱一画 　『光琳百圖』|One Hundred Paintings by Kōrin,Japan,Artist|Artist,Sakai Hōitsu|Ogata Kōrin,Japanese|Japanese,Set of four woodblock printed books; ink on paper,each: 10 1/4 × 7 3/16 in. (26 × 18.2 cm),Illustrated Books,Books|Men|Women|Butterflies
78663,True,1786,1864,1835,1835,2020-02-05,Asian Art,歌川国貞・魚屋北渓画　『役者三十六歌仙』|The Thirty-Six Immortals of Poetry as Kabuki Actors,Japan,Artist|Artist,Utagawa Kunisada|Totoya Hokkei,Japanese|Japanese,Woodblock printed book; ink and color on paper,10 1/16 × 7 5/16 in. (25.6 × 18.5 cm),Illustrated Books,Poetry|Men|Actors
78666,True,1831,1889,1887,1887,2020-02-05,Asian Art,河鍋暁斎画『暁斎画談』|Kyōsai’s Treatise on Painting,Japan,Artist,Kawanabe Kyōsai,Japanese,Set of four woodblock printed books; ink and color on paper,each: 9 15/16 × 6 7/8 in. (25.3 × 17.5 cm),Illustrated Books,Books|Men
78667,True,1831,1889,1881,1881,2020-02-05,Asian Art,河鍋暁斎画『暁斎漫画』|Kyōsai Sketchbook,Japan,Artist,Kawanabe Kyōsai,Japanese,Woodblock printed book; ink and color on paper,8 3/4 × 5 7/8 in. (22.3 × 15 cm),Illustrated Books,Books|Skeletons
78668,True,1831,1889,1881,1881,2020-02-05,Asian Art,河鍋暁斎画  『暁齋樂画』|Kyōsai’s Drawings for Pleasure,Japan,Artist,Kawanabe Kyōsai,Japanese,"Set of two woodblock-printed books (one volume orihon, accordion-style); ink and color on paper
",each: 8 7/8 × 5 7/8 in. (22.5 × 15 cm),Illustrated Books,Animals|Playing
78669,True,1831,1889,1890,1890,2020-02-05,Asian Art,河鍋暁斎画　『暁斎百鬼画談』|Kyōsai’s Pictures of One Hundred Demons,Japan,Artist,Kawanabe Kyōsai,Japanese,"Woodblock printed book (orihon, accordion-style); ink and color on paper",7 13/16 × 4 3/4 in. (19.8 × 12 cm),Illustrated Books,Mythical Creatures|Demons
78670,True,1761,1816,1784,1784,2020-02-10,Asian Art,北尾政演画 『吉原傾城新美人自筆鏡』|A New Record Comparing the Handwriting of the Courtesans of the Yoshiwara,Japan,Artist,Kitao Masanobu (Santō Kyōden),Japanese,Woodblock printed book; ink and color on paper,14 15/16 × 10 1/4 in. (38 × 26 cm),Illustrated Books,Books|Women
78687,True,1679,1748,1749,1749,2020-02-05,Asian Art,"橘守国画 『運筆麁画』|The Moving Brush in ""Rough"" Painting",Japan,Artist,Tachibana Morikuni,Japanese,Set of three woodblock printed books; ink on paper,each: 10 1/16 × 7 1/16 in. (25.5 × 18 cm),Illustrated Books,Men|Flowers
78692,True,1800,1899,1870,1870,2020-02-05,Asian Art,林斎大久保筆　稽古絵本|A Picture Book of Practice Sketches,Japan,Artist,Rinsai Ōkubo,Japanese,Bound volume of drawings; ink and color on paper,11 1/8 × 7 1/16 in. (28.3 × 18 cm),Illustrated Books,Books|Octopus
